Dataset,Algorithm,CorrelationThreshold,TrueLabel,PredictedLabel,Prob_Defaults,Prob_Tuning
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1858616933790205,0.8141383066209796
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.24087530398117885,0.7591246960188209
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.39849843455951356,0.6015015654404864
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.20544842890954548,0.7945515710904546
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.19542965905390694,0.804570340946093
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3965893991960179,0.6034106008039823
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.08754630340578544,0.9124536965942144
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.18590296608342713,0.8140970339165731
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.13362972936383458,0.8663702706361655
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.23052514962397358,0.7694748503760264
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.23633429263949754,0.7636657073605024
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.2731508220661399,0.7268491779338601
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.19549119289221537,0.8045088071077845
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.19834042621374023,0.8016595737862595
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.04463726860301058,0.9553627313969894
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.23657503064066754,0.7634249693593324
Baseline,SVM_Linear,0.8,Defaults,Defaults,0.5146317185422425,0.4853682814577574
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.24460429867724492,0.755395701322755
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.33920123341214714,0.6607987665878529
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3048538754051715,0.6951461245948285
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2713869757062562,0.7286130242937437
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.2688120605567864,0.7311879394432133
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.10216818904342027,0.8978318109565797
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2872620348829079,0.7127379651170919
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.27255632548576214,0.7274436745142379
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.22901491504446791,0.7709850849555319
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.23992641539432344,0.7600735846056766
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.26314011343081384,0.7368598865691861
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2752670142764169,0.7247329857235832
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.21801315699292328,0.7819868430070767
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.16484176622840171,0.835158233771598
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.22169841596498036,0.7783015840350195
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.35754311910162423,0.6424568808983758
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.24285902847231797,0.7571409715276819
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1558390075477489,0.844160992452251
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.47353867925443266,0.5264613207455674
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.18879871455974323,0.8112012854402568
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.31482635265322223,0.6851736473467778
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2341195620873412,0.7658804379126589
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.4447290165428107,0.5552709834571894
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.304323434529584,0.6956765654704161
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.010877092910159291,0.9891229070898407
Baseline,SVM_Linear,0.8,Tuning,Defaults,0.574463669179629,0.4255363308203711
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.278036182690004,0.7219638173099956
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1882566224790365,0.8117433775209635
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3318774060612664,0.6681225939387336
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3651618231133194,0.6348381768866805
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1696483492053342,0.8303516507946659
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2860865180154347,0.7139134819845653
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1529627255024726,0.8470372744975273
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3204663927110462,0.6795336072889542
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.19946816056521874,0.8005318394347813
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.21745768628174642,0.7825423137182536
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.2787393829744823,0.7212606170255176
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3728277458567667,0.6271722541432333
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.362974904451253,0.637025095548747
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.303844085217168,0.6961559147828318
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.38256640010928583,0.6174335998907141
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3452473916020446,0.6547526083979553
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2863514840365243,0.7136485159634758
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.12193349897222595,0.8780665010277742
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.23725035402279188,0.7627496459772082
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2716324883669744,0.7283675116330257
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.43887740146632154,0.5611225985336784
