Dataset,Algorithm,CorrelationThreshold,TrueLabel,PredictedLabel,Prob_Defaults,Prob_Tuning
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1965521141239252,0.803447885876075
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2535008464529632,0.7464991535470368
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.415005512993341,0.5849944870066588
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.21536284890640828,0.7846371510935917
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.20423910740741769,0.7957608925925823
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.4075350176116014,0.5924649823883985
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.08691574407642422,0.9130842559235759
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.19815050780309987,0.8018494921968999
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.16570650143454094,0.834293498565459
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.24026774573554793,0.759732254264452
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.24581442515125523,0.7541855748487448
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.29114262877969377,0.7088573712203065
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.19810890161107172,0.8018910983889281
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.20142698577209409,0.7985730142279058
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.036784237981551185,0.9632157620184489
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.24601875936012896,0.7539812406398712
Baseline,SVM_Linear,0.8,Defaults,Defaults,0.5127618462564019,0.48723815374359813
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.25627988080387165,0.7437201191961283
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3544587955118089,0.645541204488191
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.32108244448267337,0.6789175555173266
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.285063387273577,0.714936612726423
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.2912588302575016,0.7087411697424983
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.10627692936888712,0.8937230706311129
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.30066000731035064,0.6993399926896495
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.28800679751097885,0.7119932024890211
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.24235586717574423,0.7576441328242558
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.25876532811079694,0.7412346718892031
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.279574297102726,0.720425702897274
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.29020370586151967,0.7097962941384803
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.23837247816922572,0.7616275218307742
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.18779702948375845,0.8122029705162415
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.24171614665649166,0.7582838533435085
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3751851856673735,0.6248148143326264
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.2725617405849644,0.7274382594150356
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.17993291995327138,0.8200670800467286
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.4603688680300975,0.5396311319699023
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.20726851356830553,0.7927314864316947
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3374211532759269,0.6625788467240731
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.252380559865534,0.7476194401344661
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.45943520866082244,0.5405647913391777
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.31615098493098187,0.6838490150690179
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.019014095752305945,0.9809859042476938
Baseline,SVM_Linear,0.8,Tuning,Defaults,0.659048739138693,0.34095126086130695
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.27854658835915014,0.7214534116408498
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.17067173370574398,0.8293282662942559
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3351068791759714,0.6648931208240284
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.4072292128800412,0.5927707871199589
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.12909155079176912,0.8709084492082309
