Dataset,Algorithm,CorrelationThreshold,TrueLabel,PredictedLabel,Prob_Defaults,Prob_Tuning
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.13149239734070048,0.8685076026592995
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.21145622900532854,0.7885437709946715
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.37506125029075016,0.6249387497092497
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.15613978130663492,0.8438602186933651
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.13979163892675647,0.8602083610732438
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.4823405248999989,0.5176594751000013
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.027317317254399554,0.9726826827456004
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.19065335202022266,0.8093466479797775
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.13825862415417925,0.8617413758458207
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1912324044737745,0.8087675955262256
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.20122512569402856,0.7987748743059718
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.2760004190432134,0.7239995809567865
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.13833250671037806,0.861667493289622
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1422319421554052,0.8577680578445945
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.007265166320879524,0.9927348336791206
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.20115462351071703,0.7988453764892828
Baseline,SVM_Linear,0.8,Defaults,Defaults,0.5381763847928287,0.46182361520717136
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2150077172074635,0.7849922827925365
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.34857122979207217,0.6514287702079279
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3166800531129451,0.683319946887055
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2629119407274317,0.7370880592725683
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.27014008388599964,0.7298599161140004
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.04099361498109284,0.9590063850189073
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2888639714008528,0.7111360285991472
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.26493013284917316,0.735069867150827
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1924324702775268,0.8075675297224733
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.20960965036699403,0.7903903496330059
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.24704943039700464,0.7529505696029957
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.26803420921077264,0.7319657907892275
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.17549292472461847,0.8245070752753818
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.10355901467791442,0.8964409853220854
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1815086776923686,0.8184913223076314
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.37197518578698,0.62802481421302
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.24030127806903454,0.7596987219309658
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.09384045745520435,0.9061595425447957
Baseline,SVM_Linear,0.8,Tuning,Defaults,0.597264083602387,0.4027359163976128
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1318554202552962,0.8681445797447039
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.32757973902164633,0.6724202609783536
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.19943778724195668,0.8005622127580432
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.4792731890764796,0.5207268109235204
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3129562540402731,0.6870437459597268
Baseline,SVM_Linear,0.8,Tuning,Tuning,1.6554545097383801e-06,0.9999983445454903
Baseline,SVM_Linear,0.8,Tuning,Defaults,0.7677247029385266,0.2322752970614733
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.26572195781824764,0.7342780421817526
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.13591877420757023,0.8640812257924299
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.34563849664188856,0.6543615033581114
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.4117681906823069,0.588231809317693
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.10191358750595098,0.8980864124940491
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2695044098606398,0.73049559013936
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.08539444477918391,0.9146055552208161
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.32364440875736683,0.6763555912426331
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.14879709243529962,0.8512029075647004
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.17079125436428766,0.8292087456357122
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.2792580085731002,0.7207419914268998
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3896361962369315,0.6103638037630685
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.38336751086456333,0.6166324891354367
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2955973914745246,0.7044026085254754
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.4297057650281995,0.5702942349718005
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3644085544670249,0.6355914455329751
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.26337156044156074,0.7366284395584393
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.04740551065049537,0.9525944893495046
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.18458609525983327,0.8154139047401667
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.24074277626213933,0.7592572237378606
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.46550212039904393,0.5344978796009561
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.32341062012566585,0.6765893798743338
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3545791023727174,0.6454208976272827
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2162613064155985,0.7837386935844015
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.31884554740047716,0.6811544525995229
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3133025708547462,0.686697429145254
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.04157043136958888,0.9584295686304112
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3177762774419729,0.6822237225580272
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.0555733662527323,0.9444266337472679
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.22734674549744754,0.7726532545025523
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.46217835128026286,0.5378216487197371
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3999528964902479,0.6000471035097521
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.48046167967843,0.51953832032157
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.46367362771930065,0.5363263722806993
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.26821809724618234,0.7317819027538177
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.27246103437833513,0.7275389656216649
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.24682685660054446,0.7531731433994555
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3056322244817181,0.6943677755182821
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3615978513618626,0.6384021486381374
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3279971633181014,0.6720028366818986
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.46028592446891725,0.5397140755310827
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.4702494832255265,0.5297505167744734
Baseline,SVM_Linear,0.8,Tuning,Defaults,0.5891114369321185,0.4108885630678814
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.4553237841260156,0.5446762158739845
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.11016024993676654,0.8898397500632333
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.38544955208915016,0.6145504479108499
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.09402913147539198,0.9059708685246081
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.046485318993637115,0.9535146810063629
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3231699118396736,0.6768300881603264
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.28371648912548975,0.71628351087451
Baseline,SVM_Linear,0.8,Defaults,Tuning,3.0000008999999776e-14,0.9999999999999699
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.13348539795774092,0.8665146020422592
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.0945863075534762,0.9054136924465239
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.19681110748975206,0.8031888925102477
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.43861930049746084,0.5613806995025392
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2325320916601802,0.7674679083398197
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.41515846209868323,0.5848415379013169
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1904323876363745,0.8095676123636252
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.14670548981057713,0.8532945101894229
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.29749299132736623,0.7025070086726337
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3730427111130907,0.6269572888869094
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.09690660631544852,0.9030933936845514
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.06678638419829494,0.9332136158017049
Baseline,SVM_Linear,0.8,Tuning,Defaults,0.6054869793445637,0.39451302065543625
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.10923482190437278,0.8907651780956272
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2747266890747267,0.7252733109252736
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3739248229256702,0.6260751770743297
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.06878546261266172,0.9312145373873384
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.11540430789391798,0.8845956921060818
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.046967777507990985,0.9530322224920088
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.19386323532053776,0.806136764679462
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.10832755284216974,0.8916724471578305
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.32539136561920184,0.6746086343807983
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.4911819490629112,0.5088180509370888
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.03485413413674457,0.9651458658632553
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.325734410720517,0.674265589279483
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.05610364954898569,0.9438963504510145
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.4765406867080993,0.5234593132919008
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3576081169619068,0.642391883038093
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.32410912758088034,0.6758908724191196
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.39573399978946805,0.604266000210532
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2214357513233774,0.7785642486766227
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3304973077192344,0.6695026922807658
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.24703398033838542,0.7529660196616146
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.056522324842239346,0.9434776751577607
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.21879834823898123,0.7812016517610187
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.13417786001855037,0.8658221399814494
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.13417786001855037,0.8658221399814494
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.11018964029443765,0.8898103597055623
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.10481367380247272,0.8951863261975274
Baseline,SVM_Linear,0.8,Tuning,Defaults,0.5,0.5
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.14385103258811732,0.8561489674118827
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3034254251616584,0.6965745748383418
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.33956190770566325,0.6604380922943367
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3345874734210197,0.6654125265789805
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.38269816141207097,0.617301838587929
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.18079660804698697,0.8192033919530131
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.349637933977176,0.650362066022824
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.16362781515955413,0.8363721848404457
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.04423466869615339,0.9557653313038467
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.31969163443138265,0.6803083655686174
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3059384178959034,0.6940615821040966
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.0725388029608074,0.9274611970391927
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.32304424709408763,0.6769557529059124
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1052499861177552,0.8947500138822448
Baseline,SVM_Linear,0.8,Defaults,Defaults,0.6071744512826899,0.3928255487173102
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.4432475500283315,0.5567524499716685
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.21677742261406027,0.7832225773859397
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.14072468642766667,0.8592753135723334
Baseline,SVM_Linear,0.8,Tuning,Defaults,0.5241493102479924,0.4758506897520076
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.39511655800414475,0.6048834419958552
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.38319700124945527,0.6168029987505446
Baseline,SVM_Linear,0.8,Defaults,Defaults,0.517891233146102,0.4821087668538981
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.19430684724376224,0.805693152756238
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.36753589724777697,0.6324641027522231
Baseline,SVM_Linear,0.8,Tuning,Defaults,0.68241329234132,0.3175867076586799
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.202144318310012,0.7978556816899879
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.2013932082404221,0.7986067917595779
Baseline,SVM_Linear,0.8,Defaults,Defaults,0.6112533918143418,0.3887466081856582
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.4937536568495657,0.5062463431504345
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1583074942233251,0.8416925057766749
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3276533829396544,0.6723466170603457
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.05825922797344464,0.9417407720265552
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.17270785855004195,0.827292141449958
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.01641118162860826,0.9835888183713918
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3525106007012992,0.647489399298701
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.15364253433067848,0.8463574656693214
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.19386620338680816,0.8061337966131918
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.3739992196918986,0.6260007803081014
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.1750131386959463,0.8249868613040536
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.13598151745853518,0.8640184825414647
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.4695573770193082,0.5304426229806918
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.01805222815759495,0.9819477718424052
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.1869281206646819,0.813071879335318
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.14100671943829785,0.8589932805617021
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.2565171162075613,0.7434828837924389
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.19473964373116326,0.8052603562688366
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.2939071885055757,0.7060928114944243
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.14838591281995397,0.851614087180046
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.1369361418525138,0.8630638581474862
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.006190157404877954,0.9938098425951222
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.19448691703214238,0.8055130829678574
Baseline,SVM_Linear,0.85,Defaults,Defaults,0.5242026442162159,0.47579735578378424
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.2632460392073605,0.7367539607926394
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.3099459520940965,0.6900540479059035
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.30965971823785565,0.6903402817621445
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.3191450421423783,0.6808549578576221
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.2547694054274359,0.7452305945725642
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.061857238070895604,0.9381427619291043
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.3272297294866258,0.6727702705133742
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.25402760530207197,0.745972394697928
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.18627782601405288,0.8137221739859468
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.19775813386960428,0.8022418661303954
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.25013604257170563,0.7498639574282943
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.2733569409210616,0.7266430590789382
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.17482282507736813,0.8251771749226319
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.11486100089375403,0.885138999106246
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.17566077345145026,0.8243392265485497
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.38927391988447074,0.6107260801155292
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.22944034003998995,0.7705596599600099
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.10223190666941671,0.8977680933305836
Baseline,SVM_Linear,0.85,Tuning,Defaults,0.5834193242082865,0.41658067579171354
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.131631797844842,0.8683682021551581
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.32727239983955325,0.6727276001604469
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.18604295489548506,0.8139570451045149
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.444918328130028,0.5550816718699719
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.40903715050027567,0.5909628494997243
Baseline,SVM_Linear,0.85,Tuning,Tuning,7.86078595678964e-06,0.9999921392140432
Baseline,SVM_Linear,0.85,Tuning,Defaults,0.7003858802204318,0.29961411977956826
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.3112330682731019,0.688766931726898
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.1763278052709697,0.8236721947290302
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.3742943880575418,0.6257056119424582
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.34567020200892595,0.654329797991074
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.14369853851570624,0.856301461484294
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.27226739365891883,0.7277326063410813
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.12201856424857326,0.8779814357514268
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.2889445580376424,0.7110554419623576
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.08985522397309645,0.9101447760269036
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.10766020905429873,0.8923397909457013
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.2817897062852942,0.7182102937147058
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.3668946071282211,0.6331053928717789
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.3593528481182661,0.6406471518817339
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.30060969618335026,0.69939030381665
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.4012402539661966,0.5987597460338034
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.34084361785254474,0.6591563821474555
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.2643044530508681,0.7356955469491318
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.060668889080775716,0.9393311109192242
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.19493575300051405,0.805064246999486
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.2457540585161493,0.7542459414838508
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.41305806371006687,0.5869419362899332
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.30775755230692664,0.6922424476930735
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.2812853945664917,0.7187146054335084
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.23878427305976027,0.7612157269402398
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.2578460408997363,0.7421539591002638
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.3121255786071142,0.6878744213928858
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.06940976148424431,0.9305902385157556
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.30526093571541296,0.694739064284587
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.03346059426752481,0.9665394057324752
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.24330202359016337,0.7566979764098366
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.43432464270577864,0.5656753572942214
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.3935370711057792,0.6064629288942207
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.44980128724974383,0.550198712750256
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.4403998581856863,0.5596001418143137
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.2686849573163953,0.7313150426836046
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.2737156007611668,0.7262843992388334
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.2516720409350222,0.7483279590649776
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.2883918011594924,0.7116081988405077
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.32617146526780877,0.6738285347321911
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.3306889977214354,0.6693110022785647
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.4490731620809296,0.5509268379190703
Baseline,SVM_Linear,0.85,Tuning,Tuning,0.4407272418445104,0.5592727581554896
Baseline,SVM_Linear,0.85,Tuning,Defaults,0.5347083146889672,0.465291685311033
Baseline,SVM_Linear,0.85,Defaults,Tuning,0.4334742200728344,0.5665257799271656
